Actual Delivery Date;CustomerKey;DateKey;Discount Amount;Invoice Date;Invoice Number;Item Class;Item Number;Item;Line Number;List Price;Order Number;Promised Delivery Date;Sales Amount;Sales Amount Based on List Price;Sales Cost Amount;Sales Margin Amount;Sales Price;Sales Quantity;Sales Rep;U/M;Address Number;Region Code;Division
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
03/01/2019;10000481;03/01/2018;16812;05/01/2018;330000;P01;30283;Even Better 2% Milk;1000;13217;124466;03/01/2019;22839;39651;163419;64971;7613;3;134;EA;10000481;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
16/06/2019;10009356;16/06/2018;60808;18/06/2018;105481;P01;62550;Tell Tale Garlic;29000;575;205213;16/06/2019;54192;1150;0;54192;27096;2;103;EA;10009356;4;2
